    附件


序号       所属省   所属市    所属县（区）              学校名称
4348   广西壮族自治区   贵港市    港南区         贵港市港南区桥圩镇第五初级中学
4349   广西壮族自治区   河池市    金城江区            河池高级中学
4350   广西壮族自治区   崇左市    江州区           崇左市江州区高级中学
4351   广西壮族自治区   崇左市    大新县             大新县实验中学
4352   广西壮族自治区   崇左市    宁明县             宁明县实验学校
4353   广西壮族自治区   南宁市    青秀区            广西百色农业学校
4354   广西壮族自治区   贵港市    平南县          平南县平南街道第四初级中学
4355   广西壮族自治区   贵港市    港北区         贵港市港北区大圩镇第二初级中学
4356   广西壮族自治区   贵港市    港北区          贵港市港北区第六初级中学
4357   广西壮族自治区   贵港市    港北区           贵港市荷城第三初级中学
4358   广西壮族自治区   南宁市    青秀区            广西水产畜牧学校
4359   广西壮族自治区   南宁市    马山县             马山岭南中学
4360   广西壮族自治区   南宁市    马山县             马山电白小学
4361   广西壮族自治区   钦州市    浦北县             浦北县第二中学
4362   广西壮族自治区   钦州市    钦南区            北部湾职业技术学校
4363   广西壮族自治区   钦州市    钦南区             钦州市第六中学
4364   广西壮族自治区   钦州市    钦北区           钦州市高新区实验学校
4365   广西壮族自治区   钦州市    浦北县             浦北县金浦小学
4366   广西壮族自治区   钦州市    灵山县             灵山县佛子中学
4367   广西壮族自治区   桂林市    永福县             永福县向阳小学
4368   广西壮族自治区   南宁市    上林县             上林县西燕中学
4369   广西壮族自治区   来宾市    兴宾区             来宾市第八中学
4370   广西壮族自治区   来宾市    兴宾区           来宾职业教育中心学校
4371   广西壮族自治区   玉林市    北流市            北流市东湖初级中学
4372   广西壮族自治区   玉林市    博白县           博白县亚山镇中心小学
4373   广西壮族自治区   玉林市    陆川县           陆川县乌石镇中心学校
4374   广西壮族自治区   玉林市    陆川县             陆川县第二中学
4375   广西壮族自治区   玉林市    玉州区           玉林市玉东新区第七小学
4376   广西壮族自治区   玉林市    博白县          博白县博白镇一区中心小学
4377   广西壮族自治区   贵港市    港北区           贵港市港北区园博园小学
4378   广西壮族自治区   贵港市    港北区          贵港市港北区贵糖高级中学
4379   广西壮族自治区   贵港市    桂平市          桂平市石龙镇福平中心小学
4380   广西壮族自治区   贵港市    平南县           平南县平南街道东湖小学
4381   广西壮族自治区   贵港市    覃塘区         贵港市覃塘区覃塘街道六务小学
4382   广西壮族自治区   贵港市    平南县            平南县月亮湾学校
4383   广西壮族自治区   防城港市   港口区            防城港外国语学校
4384   广西壮族自治区   梧州市     藤县             藤县第八中学
4385   广西壮族自治区   桂林市    临桂区           桂林市临桂区环湖小学
4386   广西壮族自治区   玉林市    北流市            北流市新世纪中学
4387   广西壮族自治区   玉林市    兴业县          兴业县高峰镇第一初级中学
4388   广西壮族自治区   玉林市    博白县          博白县博白镇第五初级中学
4389   广西壮族自治区   玉林市    玉州区           玉林师范学院附属中学
4390   广西壮族自治区   玉林市    博白县           博白县龙潭镇中心小学
4391   广西壮族自治区   玉林市    博白县            博白县第四高级中学
4392   广西壮族自治区   玉林市    博白县             博白县龙潭中学
4393   广西壮族自治区   玉林市     容县            容县容州镇第六小学
4394   广西壮族自治区   钦州市    灵山县            灵山县第十一小学
4395   广西壮族自治区   钦州市    钦南区          钦州市钦南区松宇实验小学
4396   广西壮族自治区   钦州市    钦北区           钦州师范学校附属小学
4397   广西壮族自治区   钦州市    灵山县             灵山县檀圩中学
4398   广西壮族自治区   钦州市    灵山县             灵山县丰塘中学
4399   广西壮族自治区   钦州市    浦北县           浦北县小江街道田山小学
4400   广西壮族自治区   桂林市    象山区            桂林市第十六中学
4401   广西壮族自治区   桂林市    临桂区             桂林市复兴学校
4402   广西壮族自治区   桂林市    灌阳县         灌阳县大仁（移民）寄宿制小学
4403   广西壮族自治区   桂林市    阳朔县           阳朔县阳朔镇第二小学
4404   广西壮族自治区   桂林市    荔浦市           荔浦市荔城镇沙街小学
4405   广西壮族自治区   桂林市    荔浦市             荔浦市滨江小学
4406   广西壮族自治区   崇左市    江州区         广西民族师范学院附属第四小学
4407   广西壮族自治区   贺州市    平桂区          贺州荣怀高级中学有限公司
4408   广西壮族自治区   贺州市    八步区            八步新城实验小学
4409   广西壮族自治区   百色市    田林县           田林县潞城瑶族乡初中
4410   广西壮族自治区   百色市    乐业县           乐业县同乐镇中心小学
4411   广西壮族自治区   防城港市   防城区            防城港市第三中学
4412   广西壮族自治区   北海市    银海区            北海市中日友谊中学
4413   广西壮族自治区   北海市    海城区          北海市海城区第二实验小学
4414   广西壮族自治区   崇左市    江州区         广西民族师范学院附属第二中学
4415   广西壮族自治区   梧州市    长洲区            梧州市第十五中学
4416   广西壮族自治区   梧州市    长洲区            梧州市第十六中学
4417   广西壮族自治区   梧州市    苍梧县             苍梧高级中学
4418   广西壮族自治区   梧州市    岑溪市             岑溪市第一中学
4419   广西壮族自治区   梧州市    长洲区             梧州市龙腾小学




                               60
4420   广西壮族自治区      南宁市       隆安县             隆安县民族中学
4421   广西壮族自治区      南宁市       马山县            马山县第三高级中学
4422   广西壮族自治区      柳州市       柳北区             柳州市胜利小学
4423   广西壮族自治区      柳州市       柳北区             柳州市沙塘小学
4424   广西壮族自治区      柳州市       柳北区            柳州市第三十五中学
4425   广西壮族自治区      南宁市       宾阳县             宾阳县凤凰小学
4426   广西壮族自治区      南宁市       武鸣区            南宁市武鸣区民族中学
4427   广西壮族自治区      南宁市       横州市           横州市校椅镇石井村委小学
4428   广西壮族自治区      南宁市       青秀区             南宁市第四中学
4429   广西壮族自治区      南宁市       良庆区            南宁市良庆区琼林学校
4430     海南省        临高县        /            海南省农垦加来高级中学
4431     海南省     琼中黎族苗族自治县     /           琼中黎族苗族自治县新进中学
4432     海南省     保亭黎族苗族自治县     /           保亭黎族苗族自治县金江学校
4433     海南省     保亭黎族苗族自治县     /           保亭黎族苗族自治县新星中学
4434     海南省      乐东黎族自治县      /         华东师范大学第二附属中学乐东黄流中学
4435     海南省      昌江黎族自治县      /            昌江黎族自治县十月田学校
4436     海南省      白沙黎族自治县      /           白沙黎族自治县牙叉镇中心学校
4437     海南省        定安县        /              定安县南海学校
4438     海南省        东方市        /              东方市民族中学
4439     海南省        万宁市        /             万宁市长丰镇中心学校
4440     海南省        万宁市        /             万宁市礼纪镇中心学校
4441     海南省        万宁市        /             万宁市东和中心学校
4442     海南省        文昌市        /              文昌市第三中学
4443     海南省        琼海市        /                琼海小学
4444     海南省        五指山市       /             五指山思源实验学校
4445     海南省        儋州市        /              儋州市雅星中学
4446     海南省        儋州市        /             儋州市西培中心小学
4447     海南省        三亚市       崖州区            三亚市崖州区水南小学
4448     海南省        三亚市       吉阳区             西南大学三亚中学
4449     海南省        海口市       美兰区           海口经济学院附属艺术学校
4450     海南省        海口市       琼山区            海口市琼山区英雅学校
4451     海南省        三亚市       海棠区          中国人民大学附属中学三亚学校
4452     海南省        海口市       龙华区            海口市西湖实验学校
4453     海南省        海口市       秀英区           海口市秀英区石山中心小学
4454     海南省        海口市       琼山区        海口市琼山区海南工商职业学院附属学校
4455     海南省        海口市       琼山区            海口市琼山第四小学
4456     海南省        海口市       龙华区             海口市金宇学校
4457     海南省     琼中黎族苗族自治县     /           琼中黎族苗族自治县湾岭学校
4458     重庆市        九龙坡区       /             重庆科学城西苑小学校
4459     重庆市        合川区        /             重庆市合川巴蜀小学
4460     重庆市        奉节县        /              奉节县夔州小学
4461     重庆市        九龙坡区       /          四川外国语大学重庆科学城中学校
4462     重庆市        綦江区        /          重庆市万盛经济技术开发区溱州中学
4463     重庆市        綦江区        /         重庆市万盛经济技术开发区福耀实验学校
4464     重庆市        綦江区        /          重庆市万盛经济技术开发区青年小学
4465     重庆市        沙坪坝区       /             重庆巴蜀科学城中学校
4466     重庆市        沙坪坝区       /           重庆师范大学附属实验小学校
4467     重庆市        渝北区        /              重庆第一双语学校
4468     重庆市        渝北区        /          重庆两江新区西南大学附属中学校
4469     重庆市        渝北区        /             重庆两江新区星海学校
4470     重庆市        渝北区        /            重庆两江新区金童小学校
4471     重庆市        渝北区        /           重庆两江新区礼嘉实验小学校
4472     重庆市        渝北区        /            重庆两江新区云锦小学校
4473     重庆市     彭水苗族土家族自治县    /          彭水苗族土家族自治县桑柘中学校
4474     重庆市     彭水苗族土家族自治县    /         彭水苗族土家族自治县实验初级中学校
4475     重庆市     彭水苗族土家族自治县    /          彭水苗族土家族自治县万足镇小学校
4476     重庆市     酉阳土家族苗族自治县    /             重庆市酉州高级中学校
4477     重庆市     酉阳土家族苗族自治县    /          酉阳土家族苗族自治县钟多小学校
4478     重庆市     秀山土家族苗族自治县    /          秀山土家族苗族自治县梅江镇中心校
4479     重庆市     秀山土家族苗族自治县    /         秀山土家族苗族自治县民族初级中学校
4480     重庆市     秀山土家族苗族自治县    /          秀山土家族苗族自治县凤起初级中学
4481     重庆市      石柱土家族自治县     /           石柱土家族自治县石潼小学校
4482     重庆市        巫山县        /              巫山县龙江小学
4483     重庆市        巫山县        /             重庆市巫山第二中学
4484     重庆市        巫山县        /              巫山县抱龙小学
4485     重庆市        巫山县        /              巫山县庙宇小学
4486     重庆市        云阳县        /            重庆市云阳县南溪中学校
4487     重庆市        云阳县        /             重庆市云阳双江中学校
4488     重庆市        云阳县        /             云阳县第四初级中学
4489     重庆市        云阳县        /             云阳县农坝镇农坝小学
4490     重庆市         忠县        /              忠县乐天小学校
4491     重庆市         忠县        /             重庆市忠县第一中学校
4492     重庆市         忠县        /             忠县马灌初级中学校
4493     重庆市         忠县        /             忠县白石镇中心小学校
4494     重庆市         忠县        /             忠县官坝初级中学校




                                    61
4495   重庆市   忠县    /              忠县鸣玉溪小学校
4496   重庆市   忠县    /            忠县马灌镇中心小学校
4497   重庆市   垫江县   /              垫江县实验小学校
4498   重庆市   垫江县   /              垫江县天街小学校
4499   重庆市   丰都县   /            重庆市丰都县第一中学校
4500   重庆市   丰都县   /        丰都县融智学校 （重庆市丰都中学校分校 ）
4501   重庆市   丰都县   /           重庆谢家湾学校丰都幸福小学
4502   重庆市   丰都县   /              重庆丰都育才中学
4503   重庆市   城口县   /            城口县第一实验小学校
4504   重庆市   城口县   /           城口县修齐镇第一中心小学
4505   重庆市   城口县   /             重庆城口育才中学校
4506   重庆市   城口县   /              城口县任河小学
4507   重庆市   武隆区   /            重庆市武隆区凤溪小学
4508   重庆市   武隆区   /          重庆市武隆区土地乡中心小学校
4509   重庆市   武隆区   /          重庆市武隆区鸭江镇中心小学校
4510   重庆市   梁平区   /            重庆市梁平区泰和小学
4511   重庆市   梁平区   /            重庆市梁平区福德学校
4512   重庆市   梁平区   /            重庆市梁平区福德小学
4513   重庆市   梁平区   /            重庆市梁平区云龙中学
4514   重庆市   开州区   /           重庆市开州区镇东初级中学
4515   重庆市   开州区   /           重庆市开州区汉丰第五小学
4516   重庆市   开州区   /            重庆市开州区文峰小学
4517   重庆市   开州区   /            重庆市开州区温泉中学
4518   重庆市   开州区   /           重庆市开州区龙珠中心小学
4519   重庆市   荣昌区   /            重庆市荣昌区桂花园小学
4520   重庆市   荣昌区   /           重庆市荣昌区清升镇中心小学
4521   重庆市   荣昌区   /            重庆市荣昌区尔雅小学
4522   重庆市   荣昌区   /            重庆市荣昌区联升小学
4523   重庆市   潼南区   /           重庆市潼南区古溪初级中学校
4524   重庆市   潼南区   /            重庆市潼南区琼江小学校
4525   重庆市   潼南区   /           重庆市潼南区古溪镇小学校
4526   重庆市   潼南区   /            重庆市潼南区潼州小学校
4527   重庆市   铜梁区   /            重庆市铜梁职业教育中心
4528   重庆市   铜梁区   /           重庆市铜梁区平滩初级中学校
4529   重庆市   璧山区   /           重庆市璧山区东林初级中学校
4530   重庆市   璧山区   /           重庆市璧山区高新初级中学校
4531   重庆市   璧山区   /            重庆市璧山职业教育中心
4532   重庆市   璧山区   /            重庆市璧山区高新小学校
4533   重庆市   璧山区   /            重庆市璧山区御湖小学校
4534   重庆市   璧山区   /            重庆市璧山区东林小学校
4535   重庆市   大足区   /            重庆市龙水湖育才中学校
4536   重庆市   大足区   /           重庆市大足区双路第二小学
4537   重庆市   綦江区   /            重庆市綦江区古南中学
4538   重庆市   綦江区   /            重庆市綦江区永新小学
4539   重庆市   綦江区   /            重庆市綦江区实验小学
4540   重庆市   南川区   /            重庆市南川区大有中学校
4541   重庆市   南川区   /            重庆市南川区东胜小学校
4542   重庆市   南川区   /           重庆市南川隆化职业中学校
4543   重庆市   南川区   /           重庆市南川区东胜初级中学校
4544   重庆市   永川区   /            重庆市永川区文昌中学校
4545   重庆市   永川区   /            重庆市永川区永和小学校
4546   重庆市   永川区   /            重庆市永川北山中学校
4547   重庆市   永川区   /            重庆市永川区上游小学校
4548   重庆市   永川区   /            重庆市永川区大安小学校
4549   重庆市   合川区   /            重庆市合川区花果小学
4550   重庆市   合川区   /             重庆市合川瑞山中学
4551   重庆市   合川区   /            重庆市合川区凤凰小学
4552   重庆市   江津区   /           重庆市江津区双槐树小学校
4553   重庆市   江津区   /           重庆市江津区先锋初级中学校
4554   重庆市   江津区   /           重庆市江津区双福第二中学校
4555   重庆市   江津区   /           重庆市江津区双福第六小学校
4556   重庆市   长寿区   /          重庆市长寿区渡舟街道中心小学校
4557   重庆市   长寿区   /           重庆市长寿区黄桷湾小学校
4558   重庆市   长寿区   /            重庆市长寿葛兰中学校
4559   重庆市   长寿区   /           重庆市长寿区第二实验小学校
4560   重庆市   巴南区   /           重庆市巴南区生物城小学校
4561   重庆市   巴南区   /            重庆巴南巴蜀实验小学校
4562   重庆市   巴南区   /              重庆树人立德小学
4563   重庆市   巴南区   /            重庆市巴南区世贸小学校
4564   重庆市   渝北区   /             重庆市松树桥中学校
4565   重庆市   渝北区   /            重庆市南开两江中学校
4566   重庆市   渝北区   /            重庆市渝北区环雅小学校
4567   重庆市   渝北区   /           重庆市渝北区空港实验中学校
4568   重庆市   北碚区   /            重庆市北碚区锦林小学
4569   重庆市   北碚区   /           重庆市北碚区天生向阳小学




                       62
4570   重庆市     北碚区      /           重庆市北碚区两江春晖小学
4571   重庆市     北碚区      /            重庆市北碚区云山小学
4572   重庆市     北碚区      /            重庆市北碚区实验小学
4573   重庆市     南岸区      /           重庆市南岸区城南家园小学校
4574   重庆市    九龙坡区      /          重庆市九龙坡区晋渝森林小学校
4575   重庆市    九龙坡区      /           重庆市九龙坡区华玉小学校
4576   重庆市    九龙坡区      /            重庆市九龙坡区华梁学校
4577   重庆市    九龙坡区      /           重庆市九龙坡区行知育才学校
4578   重庆市    九龙坡区      /           重庆市九龙坡区石坪桥小学校
4579   重庆市    沙坪坝区      /         重庆市沙坪坝区学府悦园第一小学校
4580   重庆市    沙坪坝区      /             重庆树人凤天小学
4581   重庆市    沙坪坝区      /          重庆市沙坪坝区沙小图新小学校
4582   重庆市    沙坪坝区      /          重庆市沙坪坝区第一实验小学校
4583   重庆市     江北区      /           重庆市江北区东风实验学校
4584   重庆市     江北区      /           重庆市江北区苗儿石小学校
4585   重庆市     江北区      /          重庆市江北区鲤鱼池泽善小学校
4586   重庆市     江北区      /           重庆市江北区华渝实验学校
4587   重庆市    大渡口区      /            重庆市大渡口区花园小学
4588   重庆市    大渡口区      /             重庆市大渡口小学
4589   重庆市    大渡口区      /              重庆市旅游学校
4590   重庆市    大渡口区      /           重庆市大渡口区义渡小学校
4591   重庆市     渝中区      /            重庆市渝中区解放小学校
4592   重庆市     渝中区      /          重庆市渝中区鼓楼人和街小学校
4593   重庆市     渝中区      /           重庆市渝中区石油路小学校
4594   重庆市     渝中区      /            重庆市渝中区大坪小学校
4595   重庆市     渝中区      /            重庆市第六十六中学校
4596   重庆市     涪陵区      /          重庆市涪陵区珍溪镇中心小学校
4597   重庆市     涪陵区      /          重庆市涪陵区李渡街道李渡小学校
4598   重庆市     涪陵区      /             重庆市涪陵立达学校
4599   重庆市     涪陵区      /            重庆市涪陵第十八中学校
4600   重庆市     涪陵区      /            重庆市涪陵第十六中学校
4601   重庆市     涪陵区      /            重庆市涪陵第二十中学校
4602   重庆市     涪陵区      /           重庆市涪陵区职业教育中心
4603   重庆市     涪陵区      /            重庆市涪陵区涪州中学
4604   重庆市     涪陵区      /            重庆市涪陵第十七中学校
4605   重庆市     涪陵区      /           重庆市涪陵城区第十四小学校
4606   重庆市     涪陵区      /           重庆市涪陵第二十一中学校
4607   重庆市     黔江区      /           重庆市黔江区武陵初级中学校
4608   重庆市     黔江区      /            重庆市黔江区武陵小学校
4609   重庆市     黔江区      /            重庆市黔江区正阳小学校
4610   重庆市     黔江区      /            黔江区舟白初级中学校
4611   重庆市     万州区      /            重庆市万州区天星小学
4612   重庆市     万州区      /            重庆市万州南京金陵中学
4613   重庆市     万州区      /          重庆市万州 （二中）文德初级中学
4614   重庆市     万州区      /            重庆市万州区其芳小学
4615   重庆市     万州区      /            重庆市万州区三峡小学
4616   重庆市     万州区      /            重庆市万州职业教育中心
4617   四川省     成都市     温江区           成都市温江区科创中学校
4618   四川省     南充市     南部县            南部县红岩子小学
4619   四川省     南充市     蓬安县           四川省蓬安县周口中学
4620   四川省     南充市     顺庆区            南充市石油南路小学
4621   四川省     南充市     高坪区            南充市高坪第三小学
4622   四川省     宜宾市     长宁县          长宁县铜鼓镇铜鼓初级中学校
4623   四川省   凉山彝族自治州   会东县              会东县中学
4624   四川省     宜宾市     兴文县        兴文县法国华侨教育基金会第一小学校
4625   四川省     宜宾市     南溪区           宜宾市南溪区福临小学校
4626   四川省     宜宾市     屏山县            屏山县和平街小学校
4627   四川省     宜宾市     高县            高县蕉村镇中心小学校
4628   四川省     宜宾市     翠屏区          宜宾三江新区成都外国语学校
4629   四川省     宜宾市     高县            高县落润镇中心小学校
4630   四川省     宜宾市     江安县           江安县汉安初级中学校
4631   四川省     宜宾市     叙州区          宜宾市叙州区坤泰实验学校
4632   四川省     宜宾市     翠屏区           宜宾市翠屏区旧州小学校
4633   四川省     成都市     武侯区          成都市龙江路小学悦湖学校
4634   四川省     成都市     武侯区         成都市龙江路小学武侯新城分校
4635   四川省     眉山市     仁寿县            仁寿县文缜小学校
4636   四川省     成都市     武侯区         北京第二外国语学院成都附属小学
4637   四川省     眉山市     仁寿县            仁寿县德培小学校
4638   四川省     成都市     崇州市             崇州市城北学校
4639   四川省     成都市     新都区          成都市新都区悦动新城学校
4640   四川省     眉山市     仁寿县           眉山天府新区天府学校
4641   四川省     眉山市     彭山区           眉山天府新区青龙小学
4642   四川省    攀枝花市     米易县            四川省米易中学校
4643   四川省     雅安市     汉源县           汉源县富林镇第四小学
4644   四川省     雅安市     石棉县             石棉县七一小学




                             63
4645   四川省      成都市        彭州市              彭州市天府路小学
4646   四川省      南充市        仪陇县              仪陇县志翔小学校
4647   四川省     攀枝花市        米易县              米易县第二小学校
4648   四川省      南充市        顺庆区               南充市川矿学校
4649   四川省    凉山彝族自治州      喜德县               喜德县欣欣小学
4650   四川省    凉山彝族自治州      西昌市               凉山州泸峰中学
4651   四川省      眉山市        丹棱县            丹棱县齐乐镇中隆小学校
4652   四川省      雅安市        雨城区             雅安市雨城区实验小学
4653   四川省      雅安市        雨城区               雅安市雨城小学
4654   四川省      眉山市        仁寿县             眉山天府新区第一中学
4655   四川省      广安市        武胜县           四川省武胜县沿口初级中学校
4656   四川省      泸州市        江阳区               泸州市忠山学校
4657   四川省     攀枝花市        盐边县             盐边县第一初级中学校
4658   四川省      泸州市        江阳区            泸州市实验小学城西学校
4659   四川省      泸州市        泸县                泸县兆雅镇学校
4660   四川省      泸州市        纳溪区            泸州市纳溪区逸夫实验小学
4661   四川省      泸州市        叙永县            叙永县大石镇中心小学校
4662   四川省      泸州市        叙永县              叙永县摩尼中学校
4663   四川省      泸州市        叙永县            叙永县天池镇中心小学校
4664   四川省      泸州市        合江县             合江县先市初级中学校
4665   四川省    凉山彝族自治州      越西县            越西县越城镇西山小学校
4666   四川省    凉山彝族自治州      喜德县               喜德县向荣中学
4667   四川省    凉山彝族自治州      喜德县               喜德县民族中学
4668   四川省    凉山彝族自治州      盐源县              盐源县若水中学校
4669   四川省    凉山彝族自治州      盐源县             盐源县职业技术中学校
4670   四川省    凉山彝族自治州    木里藏族自治县         木里藏族自治县茶布朗镇小学
4671   四川省    凉山彝族自治州      会东县               会东县参鱼中学
4672   四川省      泸州市        古蔺县            古蔺县观文镇中心小学校
4673   四川省      南充市        嘉陵区             南充市嘉陵区南湖小学
4674   四川省      广安市        岳池县              岳池县余家河学校
4675   四川省      广安市        广安区               广安加德学校
4676   四川省      广安市        武胜县               武胜县城东学校
4677   四川省      达州市        宣汉县               宣汉县实验小学
4678   四川省      广安市        岳池县              岳池县酉溪小学校
4679   四川省      德阳市        旌阳区             德阳市东林路小学校
4680   四川省      达州市        开江县             开江县广福镇中心小学
4681   四川省      达州市        达川区             达川区管村镇中心小学
4682   四川省      达州市        渠县                渠县第五小学
4683   四川省      达州市        万源市             万源市一小向前小学
4684   四川省      达州市        宣汉县              宣汉县百节溪小学
4685   四川省      达州市        达川区            达川区石桥镇列宁街小学
4686   四川省      达州市        达川区            达川区实验小学花溪学校
4687   四川省      达州市        通川区            达州市通川区二小巴山学校
4688   四川省      达州市        大竹县             大竹县杨家镇明德小学
4689   四川省      德阳市        中江县             中江县江南外国语学校
4690   四川省      内江市        威远县               威远县南晖小学
4691   四川省      巴中市        南江县               南江县下两中学
4692   四川省      泸州市        泸县               泸县二中城西学校
4693   四川省      德阳市        旌阳区             四川省孝泉师范学校
4694   四川省      南充市        营山县              营山县白塔小学校
4695   四川省      德阳市        旌阳区             德阳市祁连山路小学
4696   四川省      德阳市        旌阳区          四川省德阳市黄许职业高级中学校
4697   四川省      德阳市        罗江区            德阳市罗江区天台路小学校
4698   四川省      南充市        营山县              营山县芙蓉小学校
4699   四川省      南充市        阆中市             阆中市川绵外国语学校
4700   四川省      巴中市        平昌县               平昌县第二小学
4701   四川省      内江市        市中区              内江市第二小学校
4702   四川省   阿坝藏族羌族自治州     小金县              小金县抚边乡小学
4703   四川省    甘孜藏族自治州      丹巴县          丹巴县第二初级中学校 (教师进修校)
4704   四川省   阿坝藏族羌族自治州    马尔康市             马尔康市第二小学校
4705   四川省   阿坝藏族羌族自治州     松潘县            松潘县青云镇中心小学校
4706   四川省      巴中市        南江县             南江县长赤镇龙池学校
4707   四川省      巴中市        巴州区            巴中市巴州区第七小学校
4708   四川省      巴中市        巴州区            巴中市巴州区兴合实验学校
4709   四川省      巴中市        巴州区             巴中市巴州区兴文小学
4710   四川省      巴中市        通江县             通江县光辉希望学校
4711   四川省      巴中市        通江县               通江县第三中学
4712   四川省      遂宁市        安居区            遂宁市安居区第四小学校
4713   四川省      遂宁市        蓬溪县             蓬溪县问陶实验小学校
4714   四川省      遂宁市        船山区                仁里小学校
4715   四川省    甘孜藏族自治州      巴塘县                巴塘县中学
4716   四川省      成都市        金牛区             成都市王贾桥小学校
4717   四川省      成都市       青白江区          成都市青白江区实验小学北区分校
4718   四川省      成都市        彭州市              彭州市北君平中学
4719   四川省      成都市        双流区             四川天府新区第十小学




                                   64
4720   四川省      成都市        武侯区             成都师范银都紫藤小学北区
4721   四川省      成都市        大邑县                大邑县董场学校
4722   四川省      成都市        成华区                成都万汇学校
4723   四川省      成都市        双流区              四川天府新区第五小学
4724   四川省      成都市        双流区              四川天府新区元音小学
4725   四川省      资阳市        雁江区            资阳市雁江区第二小学城东分校
4726   四川省      成都市        大邑县               大邑县子龙街小学
4727   四川省      成都市        双流区            成都市双流区怡心第一实验学校
4728   四川省      成都市        锦江区           四川省成都市七中育才学校华兴分校
4729   四川省      成都市        郫都区             成都市郫都区绵实外国语学校
4730   四川省      成都市        温江区              成都市温江区实验学校
4731   四川省      成都市        郫都区              成都市郫都区犀浦小学校
4732   四川省      成都市        新都区             成都市新都区兴乐路小学校
4733   四川省      成都市        青羊区          成都市青羊区教育科学研究院附属实验学校
4734   四川省      成都市        温江区            成都市实验外国语学校附属小学
4735   四川省      成都市        金牛区            成都市人民北路小学校华侨城分校
4736   四川省      成都市        锦江区              成都市锦江区芙蓉小学
4737   四川省      成都市        成华区               成都七中英才学校
4738   四川省      自贡市        大安区             自贡市大安区回龙镇中心校
4739   四川省      自贡市        富顺县              富顺县代寺镇中心小学校
4740   四川省      成都市        崇州市               崇州市蜀南小学校
4741   四川省      成都市        青羊区              成都市石室联合成飞学校
4742   四川省      成都市        金牛区               成都市锦西中学校
4743   四川省      绵阳市        游仙区                绵阳市游仙中学
4744   四川省      绵阳市        涪城区             绵阳科技城新区玉泉路小学
4745   四川省    甘孜藏族自治州      康定市             康定市姑咱片区寄宿制学校
4746   四川省      资阳市        雁江区             资阳市雁江区幸福博文学校
4747   四川省      资阳市        安岳县                安岳县贾岛小学
4748   四川省      资阳市        乐至县              乐至县良安镇中心小学
4749   四川省      资阳市        安岳县                安岳县九韶小学
4750   四川省      资阳市        雁江区           资阳市高新区茶花九年义务教育学校
4751   四川省      自贡市        富顺县               富顺县安和实验学校
4752   四川省      广元市        昭化区              广元市昭化区王家镇小学
4753   四川省      自贡市        荣县                 荣县树人小学校
4754   四川省      自贡市        沿滩区               自贡市龙湖实验学校
4755   四川省      广元市        苍溪县                苍溪天立学校
4756   四川省      自贡市        荣县               荣县旭阳镇西街小学校
4757   四川省      广元市        利州区             广元市利州区蜀北英才学校
4758   四川省      广元市        利州区               广元市实验小学校
4759   四川省      广元市        青川县              青川县乔庄初级中学校
4760   四川省      广元市        青川县               青川县乔庄小学校
4761   四川省   阿坝藏族羌族自治州     金川县              金川县勒乌镇第二小学校
4762   四川省      广元市        苍溪县              苍溪县江南初级中学校
4763   四川省      广元市        旺苍县              旺苍县黄洋镇中心小学校
4764   四川省   阿坝藏族羌族自治州    马尔康市              阿坝州外国语实验小学
4765   四川省      内江市        威远县                威远县花城小学
4766   四川省      内江市        威远县              威远县严陵镇中心学校
4767   四川省      内江市        资中县                资中县苌弘小学
4768   四川省      内江市        隆昌市               隆昌市隆华路小学
4769   四川省      广元市        剑阁县              四川省剑阁县开封中学
4770   四川省      广元市        苍溪县               苍溪县三清小学校
4771   四川省      广元市        利州区             四川省广元市职业高级中学校
4772   四川省      广元市        朝天区             广元市朝天区曾家镇第一小学
4773   四川省      遂宁市        船山区              遂宁高新区鹭栖湖学校
4774   四川省      遂宁市        射洪市               射洪市城西小学校
4775   四川省      遂宁市        大英县               大英县隆盛镇小学校
4776   四川省   阿坝藏族羌族自治州     红原县             四川省红原县寄宿制藏文中学
4777   四川省    甘孜藏族自治州      石渠县                石渠县中学校
4778   四川省      绵阳市        梓潼县              梓潼县文昌初级中学校
4779   四川省      绵阳市        涪城区               绵阳市育英高级中学
4780   四川省      绵阳市        梓潼县              梓潼县文昌第一小学校
4781   四川省      绵阳市        涪城区              绵阳高新区火炬第二小学
4782   四川省      绵阳市        游仙区              绵阳市游仙职业技术学校
4783   四川省      绵阳市      北川羌族自治县            北川羌族自治县永昌中学
4784   四川省      绵阳市        安州区             绵阳市安州区调元实验小学
4785   四川省      绵阳市        三台县              三台博强蜀东外国语学校
4786   四川省      绵阳市        涪城区            绵阳经济技术开发区三江实验学校
4787   四川省      绵阳市        三台县             三台县芦溪镇第二中心小学校
4788   四川省      乐山市        井研县               井研县城南小学校
4789   四川省      乐山市       五通桥区            乐山市五通桥区东辰外国语学校
4790   四川省      乐山市      马边彝族自治县           马边彝族自治县苏坝镇中心校
4791   四川省      乐山市        夹江县              夹江县漹城镇第三小学校
4792   四川省      乐山市        沐川县              四川省沐川县利店中学校
4793   四川省      乐山市      马边彝族自治县           马边彝族自治县下溪中小学
4794   贵州省      铜仁市        石阡县              石阡县白沙镇初级中学




                                   65
4795   贵州省   黔西南布依族苗族自治州       普安县              普安县南湖街道民族希望小学
4796   贵州省       遵义市           仁怀市                 仁怀市鲁班二小
