    附件


序号       所属省   所属市    所属县（区）              学校名称
676   河北省   石家庄市   赞皇县              赞皇县第二中学
677   河北省   石家庄市   辛集市             辛集市学府街小学
678   河北省   唐山市    迁安市             迁安市第一实验小学
679   山西省   朔州市    怀仁市             怀仁市第三中学校
680   山西省   运城市    临猗县            临猗县第二示范小学校
681   山西省   运城市    盐湖区           运城市盐湖区第十实验学校
682   山西省   运城市    新绛县              新绛县古交中学
683   山西省   运城市     夏县            夏县瑶峰镇真德希望小学
684   山西省   朔州市    朔城区            朔州市朔城区第四小学校
685   山西省   朔州市    怀仁市            怀仁市第二实验小学校
686   山西省   太原市    晋源区           太原市晋源区第六实验小学校
687   山西省   太原市    小店区           太原市小店区奥林实验小学校
688   山西省   太原市    万柏林区        太原市万柏林区公园路万科紫郡小学校
689   山西省   太原市    万柏林区         太原市万柏林区科技实验小学校
690   山西省   太原市    杏花岭区        太原市杏花岭区新道街小学富力分校
691   山西省   太原市    万柏林区        太原市万柏林区公园路玉门花园小学校
692   山西省   太原市    万柏林区          太原市万柏林区光华小学校
693   山西省   太原市    清徐县           清徐县马峪乡东马峪小学校
694   山西省   太原市    万柏林区          太原市万柏林区育华小学校
695   山西省   太原市    迎泽区           太原市迎泽区山水城小学校
696   山西省   太原市    迎泽区           太原市迎泽区建设路小学校
697   山西省   太原市    迎泽区            太原市第三十七中学校
698   山西省   长治市    黎城县             黎城县古城小学校
699   山西省   长治市    上党区            长治市上党区向阳小学
700   山西省   长治市    屯留区             长治市青鸟智源学校
701   山西省   长治市    潞州区            长治市潞州区史家庄学校
702   山西省   吕梁市     临县           临县临泉镇黄白塔寄宿制小学
703   山西省   吕梁市     临县            临县高级中学附属小学校
704   山西省   忻州市    忻府区             忻州实验双语学校
705   山西省   忻州市    忻府区              忻州市实验小学
706   山西省   忻州市    五台县             五台县沱阳中学校
707   山西省   忻州市    忻府区             忻州市第九中学校
708   山西省   忻州市    忻府区             忻州现代双语学校
709   山西省   运城市    盐湖区              运城市大运小学
710   山西省   运城市    盐湖区             运城市东郊逸夫小学
711   山西省   运城市    盐湖区            运城市盐湖区王府学校
712   山西省   运城市    盐湖区            运城市盐湖区红军小学
713   山西省   运城市    盐湖区            运城市盐湖区圣惠小学
714   山西省   运城市    芮城县              芮城县大禹小学
715   山西省   运城市    芮城县            芮城县古魏镇西关小学
716   山西省   运城市    芮城县             芮城县学府东街小学
717   山西省   运城市    临猗县            临猗县猗氏镇双塔小学
718   山西省   运城市    万荣县           万荣县光华乡光华中心小学
719   山西省   运城市    万荣县           万荣县光华乡西光华村小学
720   山西省   运城市    新绛县              新绛县希望学校
721   山西省   运城市    新绛县              新绛县新纺学校
722   山西省   运城市    稷山县              稷山县稷峰一中
723   山西省   运城市    稷山县            稷山县稷峰镇杨赵小学
724   山西省   运城市    稷山县              稷山县清河初中
725   山西省   运城市    稷山县            稷山县清河镇清河小学
726   山西省   运城市    河津市              河津市实验小学
727   山西省   运城市    河津市              河津市第五小学
728   山西省   运城市    河津市              河津市第四初中
729   山西省   运城市    河津市              河津市第五初中
730   山西省   运城市    闻喜县            闻喜县河底镇西郭小学
731   山西省   运城市    闻喜县             闻喜县西街示范小学
732   山西省   运城市     夏县             夏县第二初级中学
733   山西省   运城市     夏县             夏县尉郭乡尉郭小学
734   山西省   运城市     夏县             夏县禹王镇示范小学
735   山西省   运城市     绛县             绛县汉德三维学校
736   山西省   运城市    平陆县             平陆县第二初级中学
737   山西省   运城市    平陆县               平陆中学
738   山西省   运城市    平陆县             平陆县部官中心校
739   山西省   运城市    平陆县              平陆县第四小学
740   山西省   运城市     绛县            绛县卫庄镇初级中学校
741   山西省   运城市    万荣县              万荣县万荣中学
742   山西省   运城市    芮城县              芮城县陌南中学
743   山西省   运城市     夏县              夏县第二中学
744   山西省   运城市    稷山县              稷山县稷峰二中




                          11
745    山西省      运城市      永济市                永济市蒲州镇蒲州小学
746    山西省      运城市      永济市               永济市城东街道郭李小学
747    山西省      运城市      万荣县                 万荣县城镇中学
748    山西省      运城市      夏县                 夏县泗交镇初级中学
749    山西省      大同市      平城区                大同市特殊教育学校
750    山西省      大同市      天镇县                 天镇县星源学校
751    山西省      大同市      灵丘县                 灵丘县育英小学
752    山西省      大同市      平城区                大同市第十九中学校
753    山西省      大同市      广灵县                 广灵县第六中学校
754    山西省      大同市      平城区               大同市第二高级职业中学校
755    山西省      大同市      左云县                 左云县东北小学校
756    山西省      晋中市      介休市                 介休市文峰小学
757    山西省      晋中市      介休市               介休市张兰镇张兰中心小学
758    山西省      晋中市      灵石县                灵石县南关镇南关小学
759    山西省      晋中市      平遥县              平遥县古陶镇第二初级中学校
760    山西省      晋中市      灵石县                 灵石县第二小学
761    山西省      晋城市      城区                 晋城市城区花园小学
762    山西省      晋城市      泽州县                 泽州一中附属学校
763    山西省      晋城市      沁水县                 沁水县定都小学
764    山西省      晋城市      阳城县                 阳城县第四小学校
765    山西省      晋城市      高平市                 高平市第七中学校
766    山西省      晋城市      沁水县              山西省沁水县示范初级中学校
767    山西省      晋城市      陵川县                 陵川县棋源中学校
768    山西省      晋城市      泽州县                 泽州县实验学校
769    山西省      晋城市      泽州县               泽州县巴公镇中心小学校
770    山西省      临汾市      蒲县                 蒲县蒲城镇北关小学
771    山西省      临汾市      大宁县                 大宁县城关小学
772    山西省      临汾市      尧都区                临汾一中第一附属学校
773    山西省      临汾市      洪洞县                 洪洞县大槐树中学
774    山西省      临汾市      洪洞县                 洪洞县第二中学校
775    山西省      阳泉市      盂县                  盂县第一中学校
776    山西省      阳泉市      盂县                  盂县第三中学校
777    山西省      阳泉市      盂县                  盂县上社镇中学校
778    山西省      阳泉市      郊区              阳泉高新技术产业开发区巨兴小学校
779    山西省      阳泉市      平定县                平定县锁簧镇锁簧小学
780    山西省      阳泉市      平定县               平定县冠山镇南坳明德小学
781    山西省      阳泉市      平定县                 平定县评梅学校
782    山西省      阳泉市      郊区                 阳泉市郊区三泉中学校
783    山西省      阳泉市      矿区                阳泉市矿区段家背小学校
784    山西省      阳泉市      矿区                阳泉市矿区刘家垴小学校
785    山西省      阳泉市      城区                 阳泉市南大东街小学校
786    山西省      阳泉市      城区                  阳泉市第三中学校
787   内蒙古自治区   阿拉善盟     阿拉善左旗         阿拉善高新技术产业开发区 （乌斯太镇）第二小学
788   内蒙古自治区   巴彦淖尔市    乌拉特前旗             乌拉特前旗职业中等专业学校
789   内蒙古自治区   巴彦淖尔市     五原县                 五原县瑞峰小学
790   内蒙古自治区   巴彦淖尔市     临河区               巴彦淖尔市临河区汇丰学校
791   内蒙古自治区   鄂尔多斯市     乌审旗                 乌审旗图克小学
792   内蒙古自治区   鄂尔多斯市     乌审旗                 乌审旗嘎鲁图学校
793   内蒙古自治区   鄂尔多斯市    准格尔旗               准格尔旗薛家湾第八小学
794   内蒙古自治区   鄂尔多斯市    准格尔旗                 准格尔旗第九中学
795   内蒙古自治区   鄂尔多斯市    伊金霍洛旗               伊金霍洛旗蒙古族中学
796   内蒙古自治区   鄂尔多斯市    鄂托克旗                 鄂托克旗蒙西学校
797   内蒙古自治区   鄂尔多斯市    鄂托克旗               鄂托克旗棋盘井第一小学
798   内蒙古自治区   鄂尔多斯市    鄂托克旗                 鄂托克旗第一中学
799   内蒙古自治区   乌兰察布市   察哈尔右翼前旗             察哈尔右翼前旗政宜小学
800   内蒙古自治区   乌兰察布市     兴和县                 兴和县曙光小学
801   内蒙古自治区   锡林郭勒盟    二连浩特市               二连浩特市第一小学
802   内蒙古自治区    赤峰市     元宝山区               赤峰市元宝山区马林小学
803   内蒙古自治区    赤峰市      宁城县               宁城县大城子镇瓦中小学
804   内蒙古自治区    赤峰市     翁牛特旗                翁牛特旗乌丹第二小学
805   内蒙古自治区    赤峰市      宁城县                宁城县天义第四小学
806   内蒙古自治区    赤峰市     克什克腾旗               克什克腾旗芝瑞学校
807   内蒙古自治区    赤峰市     克什克腾旗               克什克腾旗新开地学校
808   内蒙古自治区    通辽市     科尔沁区              通辽市科尔沁区第四中学南校区
809   内蒙古自治区    通辽市     科尔沁区               通辽市科尔沁区第九中学
810   内蒙古自治区    兴安盟     乌兰浩特市              乌兰浩特市铁西第一小学
811   内蒙古自治区    兴安盟     扎赉特旗           扎赉特旗中等职业学校 (扎赉特旗技工学校 )
812   内蒙古自治区    兴安盟     扎赉特旗               扎赉特旗音德尔第七中学
813   内蒙古自治区   呼伦贝尔市    扎兰屯市                 扎兰屯市文化小学
814   内蒙古自治区   呼伦贝尔市    海拉尔区              呼伦贝尔市海拉尔区天骄小学
815   内蒙古自治区   呼伦贝尔市    扎兰屯市               扎兰屯市卧牛河镇中心校
816   内蒙古自治区    包头市      东河区             包头市东河区巴彦塔拉东大街小学
817   内蒙古自治区    包头市      青山区            包头稀土高新技术产业开发区沼园路小学
818   内蒙古自治区   呼和浩特市     赛罕区                赛罕区敕勒川绿地小学
819    辽宁省      丹东市      振兴区                 丹东市朝鲜族中学




                                 12
820   辽宁省   丹东市      东港市               东港市站前小学
821   辽宁省   阜新市      彰武县              彰武县第二高级中学
822   辽宁省   本溪市    桓仁满族自治县           桓仁满族自治县实验小学
823   辽宁省   鞍山市      铁西区              鞍山市铁西区实验学校
824   辽宁省   鞍山市      台安县               台安县实验学校
825   辽宁省   鞍山市      海城市              海城开发区实验学校
826   辽宁省   鞍山市      台安县             台安县黄沙坨镇中心学校
827   辽宁省   大连市     旅顺口区            大连市旅顺口区三涧堡中心小学
828   辽宁省   大连市     甘井子区                大连汇文中学
829   辽宁省   大连市     甘井子区             大连市甘井子区恒远小学
830   辽宁省   大连市     甘井子区            大连高新技术产业园区第三学校
831   辽宁省   大连市     普兰店区             大连市普兰店区文化路小学
832   辽宁省   大连市     甘井子区            大连市甘井子区奥体第二小学
833   辽宁省   大连市     甘井子区            大连高新技术产业园区第二学校
834   辽宁省   大连市     甘井子区            大连高新技术产业园区第四学校
835   辽宁省   鞍山市      台安县               台安县第三小学
836   辽宁省   鞍山市      台安县              台安县桓洞镇中心学校
837   辽宁省   鞍山市    岫岩满族自治县          岫岩满族自治县岫岩镇中心小学
838   辽宁省   鞍山市      海城市               海城市第二中学
839   辽宁省   鞍山市    岫岩满族自治县          岫岩满族自治县职业教育中心
840   辽宁省   大连市      西岗区              大连市第三十四中学
841   辽宁省   大连市     沙河口区             大连市沙河口区绿波小学
842   辽宁省   大连市     甘井子区          大连市甘井子区周水子小学大连湾分校
843   辽宁省   丹东市      振兴区               丹东市实验小学
844   辽宁省   大连市      金州区                大连文武学校
845   辽宁省   大连市      金州区            大连金普新区永安金牌园中学
846   辽宁省   大连市      中山区               大连市第四十中学
847   辽宁省   大连市     普兰店区            大连市普兰店区第三十八中学
848   辽宁省   大连市      庄河市              大连市海华高级中学
849   辽宁省   大连市     甘井子区             大连市甘井子区港湾小学
850   辽宁省   大连市      中山区             大连市中山区人民路小学
851   辽宁省   大连市      中山区              大连市中山区秀月小学
852   辽宁省   大连市     甘井子区             大连市甘井子区中心小学
853   辽宁省   锦州市      凌河区              锦州市凌河区北湖小学
854   辽宁省   沈阳市      浑南区            沈阳市浑南区新中科实验学校
855   辽宁省   沈阳市     沈北新区            沈阳市沈北新区虎石台第二小学
856   辽宁省   大连市      庄河市              庄河市海华实验小学
857   辽宁省   葫芦岛市     龙港区           葫芦岛市龙港区龙湾商务区实验小学
858   辽宁省   葫芦岛市     绥中县              绥中县风华实验小学
859   辽宁省   葫芦岛市     龙港区          葫芦岛市龙港区龙湾中央商务区初级中学
860   辽宁省   葫芦岛市     龙港区             葫芦岛市龙港区龙程小学
861   辽宁省   盘锦市     兴隆台区             盘锦市兴隆台区康桥小学
862   辽宁省   盘锦市     兴隆台区             盘锦市兴隆台区曙光学校
863   辽宁省   抚顺市      望花区               沈抚育才实验学校
864   辽宁省   沈阳市      康平县               康平县含光小学
865   辽宁省   沈阳市      浑南区              沈阳市浑南区第三小学
866   辽宁省   沈阳市      浑南区               辽宁省孤儿学校
867   辽宁省   沈阳市     沈北新区            沈阳市沈北新区道义第二小学
868   辽宁省   沈阳市     沈北新区          沈阳市和平区南京街第一小学沈北分校
869   辽宁省   沈阳市      沈河区            沈阳市沈河区热闹路第二小学
870   辽宁省   沈阳市      浑南区              沈阳市浑南区实验小学
871   辽宁省   沈阳市      铁西区              沈阳市第一五七中学
872   辽宁省   沈阳市     沈北新区              辽宁大学附属实验学校
873   辽宁省   沈阳市     沈北新区          沈阳市沈河区文艺路第二小学沈北分校
874   辽宁省   沈阳市      新民市              新民市城区第五小学
875   辽宁省   沈阳市      铁西区             沈阳市铁西区宁官实验学校
876   辽宁省   沈阳市     苏家屯区             沈阳市苏家屯区文化路小学
877   辽宁省   沈阳市      沈河区              沈阳市七中五里河学校
878   辽宁省   沈阳市      皇姑区               沈阳市垚为学校
879   辽宁省   朝阳市      凌源市               凌源市光明小学
880   辽宁省   朝阳市      凌源市               凌源市实验中学
881   辽宁省   沈阳市      和平区          沈阳市和平区南京一校长白岛第一小学
882   辽宁省   朝阳市      北票市             北票市东官营镇初级中学
883   辽宁省   朝阳市      双塔区              朝阳市双塔区北方小学
884   辽宁省   朝阳市      建平县              建平县喀喇沁镇小学
885   辽宁省   铁岭市      昌图县             昌图县八面城镇实验小学
886   辽宁省   铁岭市      西丰县            西丰县平岗镇九年一贯制学校
887   辽宁省   铁岭市      西丰县              西丰县郜家店镇中学
888   辽宁省   铁岭市     调兵山市              调兵山市第十一小学
889   辽宁省   铁岭市      铁岭县             铁岭县大甸子镇中心小学
890   辽宁省   铁岭市      开原市             开原市庆云堡镇中心小学
891   辽宁省   沈阳市      沈河区               沈阳市第二中学
892   吉林省   长春市      二道区            长春经济技术开发区洋浦学校
893   吉林省   长春市      九台区              长春市九台区行知学校
894   吉林省   长春市      朝阳区           长春高新技术产业开发区慧仁学校




                             13
895   吉林省      长春市      榆树市             长春市榆树高级中学
896   吉林省      通化市      梅河口市            梅河口市第一中学
897   吉林省      通化市      辉南县              辉南县第五中学
898   吉林省      通化市      辉南县              辉南县第二中学
899   吉林省      松原市      宁江区            松原市宁江区伯都讷小学
900   吉林省      松原市      宁江区            松原市宁江区第六小学
901   吉林省      吉林市      船营区              吉林市第五中学
902   吉林省      吉林市      龙潭区             吉化第一实验小学校
903   吉林省      吉林市      船营区            吉林市第二十五中学校
904   吉林省      吉林市      昌邑区           吉林市昌邑区第十四小学校
905   吉林省      吉林市      丰满区           吉林市丰满区艺术实验小学校
906   吉林省      吉林市      龙潭区            吉林市龙潭区古川学校
907   吉林省      吉林市      永吉县            永吉县口前镇第一小学校
908   吉林省      吉林市      舒兰市            舒兰市法特镇中心小学校
909   吉林省      吉林市      磐石市           磐石市烟筒山镇中心小学校
910   吉林省      吉林市      舒兰市             舒兰市第七中学校
911   吉林省      吉林市      桦甸市              桦甸市第七中学
912   吉林省      松原市      乾安县             乾安县诚美路学校
913   吉林省    延边朝鲜族自治州   安图县            长白山池北区第三小学校
914   吉林省      白城市      洮南市              洮南市第七小学
915   吉林省      白城市      大安市             大安市长虹小学校
916   吉林省      白城市      通榆县            通榆县瞻榆镇明德小学校
917   吉林省    延边朝鲜族自治州   敦化市             敦化市第九小学校
918   吉林省    延边朝鲜族自治州   珲春市             珲春市第五小学校
919   吉林省    延边朝鲜族自治州   敦化市             敦化市第二小学校
920   吉林省    延边朝鲜族自治州   珲春市              珲春市英才学校
921   吉林省    延边朝鲜族自治州   安图县              安图县第二中学
922   吉林省    延边朝鲜族自治州   延吉市              延吉市北丹小学
923   吉林省    延边朝鲜族自治州   珲春市             珲春市第一高级中学
924   吉林省      辽源市      东辽县            东辽县安石镇第一中学校
925   吉林省      辽源市      东辽县            东辽县渭津镇中心小学校
926   吉林省      辽源市      东辽县             东辽县渭津镇中学校
927   吉林省      辽源市      龙山区            辽源市龙山区丰才小学校
928   吉林省      辽源市      西安区            辽源市第二实验中学校
929   吉林省      白城市      镇赉县            镇赉县大屯镇中心小学校
930   吉林省      通化市      梅河口市           梅河新区博雅实验学校
931   吉林省      四平市      铁西区           四平市铁西区地直街小学校
932   吉林省      长春市      南关区         长春净月高新技术产业开发区慧泽学校
933   吉林省      长春市      农安县              农安县实验小学
934   吉林省      长春市      南关区            长春市南关区东安小学
935   吉林省      长春市      南关区         东北师范大学附属实验学校 （经开）
936   吉林省      长春市      二道区           长春经济技术开发区力行学校
937   吉林省      长春市      绿园区            长春市第一实验银河小学
938   吉林省      长春市      南关区         长春净月高新技术产业开发区育泽小学
939   黑龙江省     哈尔滨市     香坊区            哈尔滨市东方红中学校
940   黑龙江省     哈尔滨市     香坊区             哈尔滨市秋实学校
941   黑龙江省     哈尔滨市     松北区             哈尔滨新区第一学校
942   黑龙江省     哈尔滨市     木兰县            木兰县利东镇中心小学
943   黑龙江省     哈尔滨市     道里区            哈尔滨市第四十中学校
944   黑龙江省     哈尔滨市     五常市           五常市拉林满族镇中心学校
945   黑龙江省     哈尔滨市     双城区          哈尔滨市双城区胜丰镇中心学校
946   黑龙江省     哈尔滨市     通河县             通河县第二中学校
947   黑龙江省     哈尔滨市     道外区            哈尔滨市第二实验学校
948   黑龙江省     哈尔滨市     通河县             通河县第四中学校
949   黑龙江省     哈尔滨市      宾县              宾县第三中学校
950   黑龙江省     哈尔滨市     五常市           五常市职业技术教育中心学校
951   黑龙江省     哈尔滨市     木兰县             木兰县吉兴乡中学
952   黑龙江省     哈尔滨市     巴彦县          黑龙江巴彦抗联张甲洲红军小学
953   黑龙江省     哈尔滨市     松北区            哈尔滨新区花园小学校
954   黑龙江省     哈尔滨市     阿城区          哈尔滨市阿城区双丰中心小学校
955   黑龙江省     哈尔滨市     五常市             五常市实验小学校
956   黑龙江省     哈尔滨市     依兰县              依兰县第四小学
957   黑龙江省     哈尔滨市      宾县              宾县第七小学校
958   黑龙江省     哈尔滨市     阿城区            哈尔滨市阿城金源小学校
959   黑龙江省     哈尔滨市     延寿县              延寿县胜利小学
960   黑龙江省     哈尔滨市     阿城区           哈尔滨市阿城区实验小学校
961   黑龙江省     哈尔滨市     南岗区             黑龙江省实验中学
962   黑龙江省     哈尔滨市     依兰县              依兰县第四中学
963   黑龙江省     哈尔滨市     尚志市              尚志市希望小学
964   黑龙江省     哈尔滨市     平房区            哈尔滨市南城第一小学校
965   黑龙江省     哈尔滨市     呼兰区           哈尔滨市呼兰区长岭中学校
966   黑龙江省     哈尔滨市     道外区             哈尔滨市南马路学校
967   黑龙江省     哈尔滨市     香坊区           哈尔滨市香坊区幸福镇中心校
968   黑龙江省     哈尔滨市     香坊区            哈尔滨市第一二二中学校
969   黑龙江省     哈尔滨市     阿城区             哈尔滨市金京小学校




                               14
970    黑龙江省    哈尔滨市     尚志市               尚志市尚志小学
971    黑龙江省    哈尔滨市     平房区             哈尔滨市新疆第二小学校
972    黑龙江省    哈尔滨市     方正县              方正县天门乡中学校
973    黑龙江省    哈尔滨市     道外区              哈尔滨市桦树小学校
974    黑龙江省    哈尔滨市     延寿县              延寿县新华实验小学
975    黑龙江省    哈尔滨市     巴彦县              巴彦县兴隆林业小学
976    黑龙江省    哈尔滨市     宾县                宾县第一中学校
977    黑龙江省    哈尔滨市     巴彦县              巴彦县西集镇西集中学
978    黑龙江省    鹤岗市      绥滨县               绥滨县第二小学
979    黑龙江省    鹤岗市      向阳区               鹤岗市第六中学
980    黑龙江省    鹤岗市      南山区               鹤岗市逸夫小学
981    黑龙江省    佳木斯市     富锦市              佳木斯市第十七中学
982    黑龙江省    佳木斯市     郊区             佳木斯市郊区西格木中心小学
983    黑龙江省    佳木斯市     东风区             佳木斯市东风区东兴小学
984    黑龙江省    佳木斯市     富锦市               富锦市铁路中学
985    黑龙江省    佳木斯市     富锦市               富锦市第七小学
986    黑龙江省    佳木斯市     富锦市               富锦市铁路小学
987    黑龙江省    佳木斯市     汤原县               汤原县第二中学
988    黑龙江省    佳木斯市     桦川县               桦川县第一中学
989    黑龙江省    佳木斯市     前进区              佳木斯市第六小学校
990    黑龙江省   齐齐哈尔市     建华区             齐齐哈尔市第三十二中学校
991    黑龙江省   齐齐哈尔市     克东县               克东县第一小学
992    黑龙江省   齐齐哈尔市     克山县               克山县第三中学校
993    黑龙江省   齐齐哈尔市     建华区            齐齐哈尔市建华区二马路小学校
994    黑龙江省   齐齐哈尔市     龙江县           龙江县黑岗乡中心学校 （成职联校）
995    黑龙江省   齐齐哈尔市     依安县              依安县新发乡新发中学
996    黑龙江省   齐齐哈尔市     龙沙区           齐齐哈尔市桃李高级中学有限公司
997    黑龙江省   齐齐哈尔市     克东县               克东县实验小学
998    黑龙江省   齐齐哈尔市     依安县              依安县中心镇中心中学
999    黑龙江省   齐齐哈尔市    富拉尔基区        富拉尔基区杜尔门沁达斡尔族乡杜尔门沁学校
1000   黑龙江省   齐齐哈尔市     富裕县               富裕县第三中学
1001   黑龙江省    黑河市      北安市            北安市职业技术教育中心学校
1002   黑龙江省    黑河市      嫩江市               嫩江市铁东学校
1003   黑龙江省    黑河市      逊克县               逊克县民族中学校
1004   黑龙江省    黑河市      嫩江市               嫩江市第二小学校
1005   黑龙江省    黑河市     五大连池市             五大连池市鑫瑞小学
1006   黑龙江省    黑河市      北安市               北安市第三中学校
1007   黑龙江省    黑河市     五大连池市            五大连池市龙镇明德学校
1008   黑龙江省    黑河市      北安市            黑龙江省通北林业局第一小学
1009   黑龙江省    七台河市    茄子河区             七台河市茄子河区双鹤中学
1010   黑龙江省    七台河市     新兴区               七台河市第一中学
1011   黑龙江省    绥化市      北林区               绥化市第二中学
1012   黑龙江省    绥化市      安达市             安达市卧里屯镇中心学校
1013   黑龙江省    绥化市      望奎县               望奎县敏三中学
1014   黑龙江省    绥化市      青冈县              青冈县迎春镇中学校
1015   黑龙江省    绥化市      兰西县               兰西县第四小学校
1016   黑龙江省    绥化市      肇东市              肇东市跃进中心小学校
1017   黑龙江省    绥化市      青冈县             青冈县中和镇中心小学校
1018   黑龙江省    绥化市      安达市               安达市和平小学
1019   黑龙江省    绥化市      海伦市               海伦市第十中学
1020   黑龙江省    绥化市      望奎县               望奎县第二中学
1021   黑龙江省    绥化市      肇东市               肇东市四站中学校
1022   黑龙江省   大兴安岭地区    塔河县               塔河县第二中学校
1023   黑龙江省    绥化市      肇东市              肇东市里木店中学校
1024   黑龙江省    伊春市      乌翠区              乌翠区翠峦第三中学
1025   黑龙江省    伊春市      友好区              伊春市友好区第一中学
1026   黑龙江省    伊春市      铁力市               铁力市第四小学校
1027   黑龙江省    伊春市      乌翠区              乌翠区乌马河第一中学
1028   黑龙江省    伊春市      丰林县               丰林县红星中学
1029   黑龙江省   大兴安岭地区    漠河市              漠河市北极镇中心校
1030   黑龙江省   大兴安岭地区    松岭区                松岭区小学
1031   黑龙江省    大庆市      肇源县               肇源县民意乡中学
1032   黑龙江省    大庆市     让胡路区               大庆市西苑小学
1033   黑龙江省    大庆市     让胡路区             大庆市让胡路区第一小学
1034   黑龙江省    大庆市     让胡路区               大庆市景园小学
1035   黑龙江省    双鸭山市     饶河县             饶河县胜利农场中心学校
1036   黑龙江省    双鸭山市     集贤县               集贤县第八小学
1037   黑龙江省    双鸭山市     尖山区               双鸭山市逸夫小学
1038   黑龙江省    牡丹江市     穆棱市               穆棱市实验小学
1039   黑龙江省    牡丹江市    绥芬河市               绥芬河市第二小学
1040   黑龙江省    牡丹江市     东宁市               东宁市第二中学
1041   黑龙江省    牡丹江市     宁安市               宁安市丹江小学
1042   黑龙江省    牡丹江市     东宁市             东宁市大肚川镇大肚川学校
1043   黑龙江省    牡丹江市     东宁市              东宁市绥阳镇绥阳小学
1044   黑龙江省    牡丹江市     爱民区              牡丹江市师范附属小学




                               15
1045   黑龙江省   牡丹江市   东宁市             东宁市第三中学
1046   黑龙江省   牡丹江市   林口县             林口县第二中学
1047   黑龙江省   牡丹江市   西安区             牡丹江市铁三小学
1048   黑龙江省   鸡西市    鸡冠区          鸡西市鸡冠区西郊乡中心学校
1049   黑龙江省   鸡西市    鸡冠区              鸡西实验中学
1050   黑龙江省   鸡西市    密山市             密山市第二小学
1051   黑龙江省   鸡西市    密山市             密山市实验中学
1052   黑龙江省   鸡西市    密山市            鸡西市农垦高中学校
1053   上海市    崇明区     /           上海市实验学校附属东滩学校
1054   上海市    浦东新区    /           上海市浦东新区石笋实验小学
1055   上海市    崇明区     /         上海市向明初级中学附属崇明区江帆中学
1056   上海市    浦东新区    /           上海市浦东新区万科实验小学
1057   上海市    浦东新区    /             上海市临港实验中学
1058   上海市    普陀区     /               上海兰田中学
1059   上海市    徐汇区     /              上海市长桥中学
1060   上海市    徐汇区     /             上海市徐汇区园南小学
1061   上海市    浦东新区    /          上海市浦东新区世博家园实验小学
1062   上海市    浦东新区    /             上海科技大学附属学校
1063   上海市    金山区     /            上海市民办交大南洋中学
1064   上海市    金山区     /             上海市金山区前京小学
1065   江苏省    泰州市    海陵区            泰州市里华初级中学
1066   江苏省    扬州市    邗江区        江苏省邗江中学 （集团）北区校维扬中学
1067   江苏省    连云港市   灌云县           灌云经济开发区实验学校
1068   江苏省    常州市    钟楼区            常州市花园第二小学
1069   江苏省    泰州市    海陵区            泰州市渔行实验学校
1070   江苏省    宿迁市    宿城区            江苏省宿迁市马陵中学
1071   江苏省    连云港市   灌南县            灌南县淮河路实验学校
1072   江苏省    无锡市    新吴区             无锡市硕放中学
1073   江苏省    常州市    武进区            常州市武进区星韵学校
1074   江苏省    宿迁市    宿城区              宿迁青华中学
1075   江苏省    宿迁市    宿豫区            宿迁市文昌高级中学
1076   江苏省    宿迁市    宿城区           宿迁市新时代中等专业学校
1077   江苏省    宿迁市    宿城区           宿迁市洋河新区初级中学
1078   江苏省    宿迁市    宿城区         宿迁经济技术开发区第一实验学校
1079   江苏省    宿迁市    宿城区             宿迁市项里学校
1080   江苏省    宿迁市    宿城区           宿迁市宿城区八一路小学
1081   江苏省    宿迁市    宿城区             宿迁市太湖路小学
1082   江苏省    宿迁市    宿豫区           宿迁市宿豫区恒山路小学
1083   江苏省    宿迁市    泗洪县            泗洪县通济实验学校
1084   江苏省    宿迁市    泗洪县            宿迁工业中等专业学校
1085   江苏省    宿迁市    泗阳县            泗阳县来安街道小学
1086   江苏省    宿迁市    泗阳县            泗阳县海门实验中学
1087   江苏省    宿迁市    泗阳县           泗阳县第二实验初级中学
1088   江苏省    宿迁市    沭阳县            沭阳县智慧路初级中学
1089   江苏省    宿迁市    沭阳县             沭阳县马厂中学
1090   江苏省    宿迁市    沭阳县            沭阳县贤官初级中学
1091   江苏省    宿迁市    沭阳县            沭阳县潼阳初级中学
1092   江苏省    宿迁市    沭阳县            沭阳县新河初级中学
1093   江苏省    宿迁市    沭阳县            沭阳县南湖初级中学
1094   江苏省    宿迁市    沭阳县             沭阳县东兴小学
1095   江苏省    宿迁市    沭阳县             沭阳县万景路小学
1096   江苏省    宿迁市    沭阳县            沭阳县十字中心小学
1097   江苏省    宿迁市    沭阳县            沭阳县深圳路实验小学
1098   江苏省    宿迁市    沭阳县            沭阳县胡集实验小学
1099   江苏省    宿迁市    沭阳县            沭阳县第一实验小学
1100   江苏省    泰州市    泰兴市            泰兴市珊瑚初级中学
1101   江苏省    泰州市    姜堰区           泰州市姜堰区凤凰园小学
1102   江苏省    泰州市    高港区            泰州医药城实验小学
1103   江苏省    泰州市    高港区             泰州市汪群小学
1104   江苏省    泰州市    泰兴市         泰兴市襟江小学教育集团澄江分校
1105   江苏省    泰州市    泰兴市         泰兴市襟江小学教育集团镇海分校
1106   江苏省    泰州市    泰兴市         泰兴师范附属小学教育集团东阳分校
1107   江苏省    泰州市    泰兴市            泰兴市第一高级中学
1108   江苏省    泰州市    兴化市            兴化市文峰初级中学
1109   江苏省    泰州市    兴化市             兴化市施耐庵小学
